continent,country,network,netmask,src_addr,dst_addr,next_hop,input_iface,output_iface,pkts_sent,bytes_sent,start_time,end_time,src_port,dst_port,ip_proto,tos,src_as,dst_as,src_mask,dst_mask,tcp_flag_ACK,tcp_flag_CWR,tcp_flag_ECE,tcp_flag_FIN,tcp_flag_PSH,tcp_flag_RST,tcp_flag_SYN,tcp_flag_URG
NA,US,100.10.20.4,11,100.10.20.4,89.44.100.162,0.0.0.0,0,0,2,230,2073-04-30 22:05:38,2073-04-30 22:14:01,80,3812,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
EU,RO,89.44.100.92,15,89.44.100.124,100.10.20.4,0.0.0.0,0,0,49,2918,2073-04-28 18:24:07,2073-04-28 20:41:07,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,89.44.100.124,0.0.0.0,0,0,170,246579,2073-04-28 18:24:07,2073-04-28 20:41:07,80,33700,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-28 20:40:56,2073-04-28 20:41:01,OTHER,2425,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-28 20:40:56,2073-04-28 20:41:01,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.6,11,100.10.20.30,100.20.1.3,0.0.0.0,0,0,1,64,2073-04-28 20:54:15,2073-04-28 20:54:20,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.30,0.0.0.0,0,0,1,149,2073-04-28 20:54:15,2073-04-28 20:54:20,53,2748,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,DE,53.56.190.28,10,53.56.191.62,100.10.20.53,0.0.0.0,0,0,5,854,2073-04-28 20:54:23,2073-04-28 20:54:30,80,2749,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.5,11,100.10.20.53,53.56.191.62,0.0.0.0,0,0,5,558,2073-04-28 20:54:23,2073-04-28 20:54:30,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2073-04-30 22:23:22,2073-04-30 22:52:41,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1577,2073-04-30 22:23:22,2073-04-30 22:52:41,80,35110,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2073-04-28 21:00:01,2073-04-28 21:00:10,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2073-04-28 21:00:01,2073-04-28 21:00:10,80,33756,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2073-04-30 22:52:47,2073-04-30 23:26:41,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1601,2073-04-30 22:52:47,2073-04-30 23:26:41,80,35118,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
EU,GB,92.6.84.66,11,92.6.85.122,100.10.20.4,0.0.0.0,0,0,6,388,2073-04-28 21:36:32,2073-04-28 21:37:35,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.122,0.0.0.0,0,0,5,554,2073-04-28 21:36:32,2073-04-28 21:37:35,80,33773,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-28 21:37:23,2073-04-28 21:37:28,OTHER,2426,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-28 21:37:23,2073-04-28 21:37:28,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.10,0.0.0.0,0,0,5,432,2073-04-28 21:37:34,2073-04-28 21:37:36,OTHER,3173,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.2,11,100.10.20.10,100.10.20.3,0.0.0.0,0,0,6,494,2073-04-28 21:37:34,2073-04-28 21:37:36,OTHER,135,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.10,0.0.0.0,0,0,1,126,2073-04-28 21:37:38,2073-04-28 21:37:38,OTHER,3175,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.2,11,100.10.20.10,100.10.20.3,0.0.0.0,0,0,1,1329,2073-04-28 21:37:38,2073-04-28 21:37:38,OTHER,88,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,41,55716,2073-04-30 23:26:47,2073-05-01 00:00:21,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,22,1497,2073-04-30 23:26:47,2073-05-01 00:00:21,80,35128,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
EU,RO,89.44.100.128,15,89.44.100.160,100.10.20.4,0.0.0.0,0,0,90,4398,2073-04-30 07:04:30,2073-05-01 00:05:45,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,89.44.100.160,0.0.0.0,0,0,185,274068,2073-04-30 07:04:30,2073-05-01 00:05:45,80,3598,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
EU,RO,89.44.100.92,15,89.44.100.124,100.10.20.4,0.0.0.0,0,0,32,1960,2073-04-28 21:14:43,2073-04-28 22:22:40,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,89.44.100.124,0.0.0.0,0,0,72,98882,2073-04-28 21:14:43,2073-04-28 22:22:40,80,33760,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2073-05-01 00:00:35,2073-05-01 00:34:01,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1531,2073-05-01 00:00:35,2073-05-01 00:34:01,80,35157,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2073-04-28 22:44:29,2073-04-28 22:44:32,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2073-04-28 22:44:29,2073-04-28 22:44:32,80,33792,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2073-05-01 00:34:07,2073-05-01 01:03:21,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,25,1635,2073-05-01 00:34:07,2073-05-01 01:03:21,80,35163,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-28 23:26:27,2073-04-28 23:26:32,OTHER,2427,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-28 23:26:27,2073-04-28 23:26:32,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
EU,RO,89.44.100.92,15,89.44.100.124,100.10.20.4,0.0.0.0,0,0,38,2265,2073-04-28 23:12:52,2073-04-28 23:30:39,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,89.44.100.124,0.0.0.0,0,0,72,99144,2073-04-28 23:12:52,2073-04-28 23:30:39,80,33804,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,5,480,2073-04-28 23:25:35,2073-04-28 23:26:41,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,4,456,2073-04-28 23:25:35,2073-04-28 23:26:41,80,3254,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,41,55716,2073-05-01 01:03:28,2073-05-01 01:36:52,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1543,2073-05-01 01:03:28,2073-05-01 01:36:52,80,35169,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2073-04-29 00:07:38,2073-04-29 00:07:53,OTHER,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,9,673,2073-04-29 00:07:38,2073-04-29 00:07:53,OTHER,35062,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2073-05-01 01:37:04,2073-05-01 02:10:31,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1583,2073-05-01 01:37:04,2073-05-01 02:10:31,80,35194,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
EU,GB,92.6.84.66,11,92.6.85.122,100.10.20.4,0.0.0.0,0,0,7,440,2073-04-29 00:26:01,2073-04-29 00:28:48,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.122,0.0.0.0,0,0,5,554,2073-04-29 00:26:01,2073-04-29 00:28:48,80,33823,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-29 00:26:51,2073-04-29 00:26:56,OTHER,2428,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-29 00:26:51,2073-04-29 00:26:56,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2073-04-29 00:27:09,2073-04-29 00:27:12,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2073-04-29 00:27:09,2073-04-29 00:27:12,80,33824,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
EU,RO,89.44.100.92,15,89.44.100.124,100.10.20.4,0.0.0.0,0,0,199,11367,2073-04-28 18:41:50,2073-04-29 00:38:17,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,89.44.100.124,0.0.0.0,0,0,462,675495,2073-04-28 18:41:50,2073-04-29 00:38:17,80,33714,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2073-05-01 02:10:38,2073-05-01 02:44:02,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1583,2073-05-01 02:10:38,2073-05-01 02:44:02,80,35213,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2073-05-01 02:44:08,2073-05-01 03:13:22,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1549,2073-05-01 02:44:08,2073-05-01 03:13:22,80,35220,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2073-05-01 03:13:33,2073-05-01 03:47:02,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1583,2073-05-01 03:13:33,2073-05-01 03:47:02,80,35249,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2073-04-29 02:08:10,2073-04-29 02:08:13,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2073-04-29 02:08:10,2073-04-29 02:08:13,80,33875,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,41,55716,2073-05-01 03:47:08,2073-05-01 04:20:33,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,22,1497,2073-05-01 03:47:08,2073-05-01 04:20:33,80,35269,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.12,100.20.1.3,0.0.0.0,0,0,1,67,2073-04-29 02:50:16,2073-04-29 02:50:17,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.12,0.0.0.0,0,0,1,120,2073-04-29 02:50:16,2073-04-29 02:50:17,53,2364,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.4,11,100.10.20.12,100.20.1.3,0.0.0.0,0,0,1,57,2073-04-29 02:50:17,2073-04-29 02:50:18,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.12,0.0.0.0,0,0,1,106,2073-04-29 02:50:17,2073-04-29 02:50:18,53,2365,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,GB,92.6.84.66,11,92.6.85.106,100.10.20.4,0.0.0.0,0,0,5,336,2073-04-29 02:54:39,2073-04-29 02:55:45,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.106,0.0.0.0,0,0,4,502,2073-04-29 02:54:39,2073-04-29 02:55:45,80,33886,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-29 02:55:30,2073-04-29 02:55:35,OTHER,2429,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-29 02:55:30,2073-04-29 02:55:35,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2073-05-01 04:20:39,2073-05-01 04:54:52,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,26,1681,2073-05-01 04:20:39,2073-05-01 04:54:52,80,35284,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,99.21.232.10,9,99.21.234.10,100.10.20.12,0.0.0.0,0,0,5,451,2073-04-29 03:11:50,2073-04-29 03:12:03,80,2366,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.12,99.21.234.10,0.0.0.0,0,0,5,678,2073-04-29 03:11:50,2073-04-29 03:12:03,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2073-05-01 04:55:05,2073-05-01 05:24:23,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1549,2073-05-01 04:55:05,2073-05-01 05:24:23,80,35298,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2073-04-29 03:45:10,2073-04-29 03:45:14,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2073-04-29 03:45:10,2073-04-29 03:45:14,80,33909,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,44,59410,2073-05-01 05:24:29,2073-05-01 05:53:43,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1577,2073-05-01 05:24:29,2073-05-01 05:53:43,80,35301,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,1,67,2073-04-29 04:11:51,2073-04-29 04:15:40,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.7,0.0.0.0,0,0,1,120,2073-04-29 04:11:51,2073-04-29 04:15:40,53,3051,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
EU,GB,92.6.84.66,11,92.6.85.122,100.10.20.4,0.0.0.0,0,0,6,388,2073-04-29 04:22:41,2073-04-29 04:23:45,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,92.6.85.122,0.0.0.0,0,0,5,554,2073-04-29 04:22:41,2073-04-29 04:23:45,80,33924,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2073-04-29 04:23:33,2073-04-29 04:23:38,OTHER,2430,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2073-04-29 04:23:33,2073-04-29 04:23:38,OTHER,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2073-05-01 05:53:49,2073-05-01 06:27:13,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,26,1681,2073-05-01 05:53:49,2073-05-01 06:27:13,80,35326,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2073-05-01 06:27:26,2073-05-01 07:00:53,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1577,2073-05-01 06:27:26,2073-05-01 07:00:53,80,35360,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2073-04-29 05:17:51,2073-04-29 05:17:54,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2073-04-29 05:17:51,2073-04-29 05:17:54,80,33938,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,4,224,2073-04-25 16:43:56,2073-04-29 05:36:11,OTHER,771,ICMP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,3,171,2073-04-29 04:15:42,2073-04-29 05:36:11,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.7,0.0.0.0,0,0,3,318,2073-04-29 04:15:42,2073-04-29 05:36:11,53,3052,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.0,11,100.10.20.8,100.20.1.3,0.0.0.0,0,0,3,201,2073-04-29 04:29:02,2073-04-29 05:36:12,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.8,0.0.0.0,0,0,3,360,2073-04-29 04:29:02,2073-04-29 05:36:12,53,3085,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,1,68,2073-04-29 05:36:03,2073-04-29 05:36:14,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.7,0.0.0.0,0,0,1,143,2073-04-29 05:36:03,2073-04-29 05:36:14,53,3053,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.0,11,100.10.20.8,100.20.1.3,0.0.0.0,0,0,2,112,2073-04-29 05:36:09,2073-04-29 05:36:13,OTHER,771,ICMP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.0,11,100.10.20.8,100.20.1.3,0.0.0.0,0,0,1,57,2073-04-29 05:36:10,2073-04-29 05:36:18,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.8,0.0.0.0,0,0,1,106,2073-04-29 05:36:10,2073-04-29 05:36:18,53,3086,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,1,57,2073-04-29 05:36:16,2073-04-29 05:36:26,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.7,0.0.0.0,0,0,1,106,2073-04-29 05:36:16,2073-04-29 05:36:26,53,3054,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.0,11,100.10.20.8,100.20.1.3,0.0.0.0,0,0,1,68,2073-04-29 05:36:20,2073-04-29 05:36:26,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.8,0.0.0.0,0,0,1,143,2073-04-29 05:36:20,2073-04-29 05:36:26,53,3087,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.10.20.0,11,100.10.20.8,100.20.1.3,0.0.0.0,0,0,1,57,2073-04-29 05:36:28,2073-04-29 05:41:56,OTHER,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.20.0.3,11,100.20.1.3,100.10.20.8,0.0.0.0,0,0,1,106,2073-04-29 05:36:28,2073-04-29 05:41:56,53,3088,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,US,100.5.110.69,11,100.5.111.85,100.10.20.3,0.0.0.0,0,0,9,512,2073-04-29 05:37:02,2073-04-29 05:39:04,OTHER,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.3,11,100.10.20.3,100.5.111.85,0.0.0.0,0,0,8,640,2073-04-29 05:37:02,2073-04-29 05:39:04,110,48678,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,42,57216,2073-05-01 07:00:59,2073-05-01 07:34:23,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1549,2073-05-01 07:00:59,2073-05-01 07:34:23,80,35374,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
EU,RO,89.44.100.156,15,89.44.100.156,100.10.20.4,0.0.0.0,0,0,5,578,2073-04-30 13:55:02,2073-05-01 08:21:23,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,89.44.100.156,0.0.0.0,0,0,2,229,2073-04-30 13:55:02,2073-05-01 08:21:23,80,3779,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,43,58716,2073-05-01 07:34:29,2073-05-01 08:07:58,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,23,1537,2073-05-01 07:34:29,2073-05-01 08:07:58,80,35385,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
EU,GB,92.6.84.69,11,92.6.85.101,100.10.20.20,0.0.0.0,0,0,126,11279,2073-04-24 23:42:29,2073-04-29 06:27:23,OTHER,6667,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0
NA,US,100.10.20.4,11,100.10.20.20,92.6.85.101,0.0.0.0,0,0,124,23256,2073-04-24 23:42:29,2073-04-29 06:27:23,OTHER,31335,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,5,337,2073-04-29 06:50:21,2073-04-29 06:50:25,OTHER,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,4,478,2073-04-29 06:50:21,2073-04-29 06:50:25,80,33981,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0
NA,US,29.107.96.134,7,29.107.96.134,100.10.20.4,0.0.0.0,0,0,41,55716,2073-05-01 08:08:10,2073-05-01 08:41:33,OTHER,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0
NA,US,100.10.20.4,11,100.10.20.4,29.107.96.134,0.0.0.0,0,0,24,1601,2073-05-01 08:08:10,2073-05-01 08:41:33,80,35404,TCP,0,0,0,0,0,1,0,0,1,1,1,1,0
